source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
nicid,double,numeric,,src's case id for nic recruitment,%9.0g,,,TRUE,Retained
mact1_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact1_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact1_s,double,haven_labelled|vctrs_vctr|double,,un support - mass killings - summary (pre),%9.0g,,,TRUE,Retained
mact2_a,double,haven_labelled|vctrs_vctr|double,,un support - weapons (pre),%9.0g,,,TRUE,Retained
mact2_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact2_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact2_s,double,haven_labelled|vctrs_vctr|double,,un support - weapons - summary (pre),%9.0g,,,TRUE,Retained
mact3_a,double,haven_labelled|vctrs_vctr|double,,un support - terrorism (pre),%9.0g,,,TRUE,Retained
mact3_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact3_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact3_s,double,haven_labelled|vctrs_vctr|double,,un support - terrorism - summary (pre),%9.0g,,,TRUE,Retained
mact4_a,double,haven_labelled|vctrs_vctr|double,,u.s. alone - mass killings (pre),%9.0g,,,TRUE,Retained
mact4_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact4_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact4_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - mass killings - summary (pre),%9.0g,,,TRUE,Retained
mact5_a,double,haven_labelled|vctrs_vctr|double,,u.s. alone - weapons (pre),%9.0g,,,TRUE,Retained
mact5_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact5_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact5_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - weapons - summary (pre),%9.0g,,,TRUE,Retained
mact6_a,double,haven_labelled|vctrs_vctr|double,,u.s. alone - terrorism (pre),%9.0g,,,TRUE,Retained
mact6_b,double,haven_labelled|vctrs_vctr|double,,support strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact6_c,double,haven_labelled|vctrs_vctr|double,,oppose strongly or somewhat (pre),%9.0g,,,TRUE,Retained
mact6_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - terrorism - summary (pre),%9.0g,,,TRUE,Retained
trd1_a,double,haven_labelled|vctrs_vctr|double,,trade agreements - first choice (pre),%9.0g,,,TRUE,Retained
trd1_b,double,haven_labelled|vctrs_vctr|double,,trade agreements - second choice (pre),%9.0g,,,TRUE,Retained
trd2,double,haven_labelled|vctrs_vctr|double,,options related to nafta (pre),%9.0g,,,TRUE,Retained
trd3_a,double,haven_labelled|vctrs_vctr|double,,impact on employment of easier imports (pre),%9.0g,,,TRUE,Retained
trd3_b,double,haven_labelled|vctrs_vctr|double,,impact on employment of easier exports (pre),%9.0g,,,TRUE,Retained
trd4,double,haven_labelled|vctrs_vctr|double,,trade barriers in u.s. and abroad (pre),%9.0g,,,TRUE,Retained
int1a_a,double,haven_labelled|vctrs_vctr|double,,encourage democracy to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int1a_b,double,haven_labelled|vctrs_vctr|double,,increase aid to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int1b_a,double,haven_labelled|vctrs_vctr|double,,favor palestinians to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int1b_b,double,haven_labelled|vctrs_vctr|double,,build military to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int1b_c,double,haven_labelled|vctrs_vctr|double,,work with others to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int1b_d,double,haven_labelled|vctrs_vctr|double,,build intelligence to reduce terrorism (pre),%9.0g,,,TRUE,Retained
int2a,double,haven_labelled|vctrs_vctr|double,,lead role in resolving conflicts (pre),%9.0g,,,TRUE,Retained
int2b,double,haven_labelled|vctrs_vctr|double,,lead role in foreign assistance (pre),%9.0g,,,TRUE,Retained
int3,double,haven_labelled|vctrs_vctr|double,,cooperation in fighting terrorism (pre),%9.0g,,,TRUE,Retained
kno1_a,double,haven_labelled|vctrs_vctr|double,,knowledge of military spending (pre),%9.0g,,,TRUE,Retained
kno1_b,double,haven_labelled|vctrs_vctr|double,,knowledge of foreign aid spending (pre),%9.0g,,,TRUE,Retained
kno2_a,double,haven_labelled|vctrs_vctr|double,,knowledge of export value (pre),%9.0g,,,TRUE,Retained
kno2_b,double,haven_labelled|vctrs_vctr|double,,knowledge of african aids rate (pre),%9.0g,,,TRUE,Retained
kno3_a,double,haven_labelled|vctrs_vctr|double,,knowledge of u.s. and wto (pre),%9.0g,,,TRUE,Retained
kno3_b,double,haven_labelled|vctrs_vctr|double,,knowledge of u.s. and un security council (pre),%9.0g,,,TRUE,Retained
prtyid_a,double,haven_labelled|vctrs_vctr|double,,political party identification (pre),%9.0g,,,TRUE,Retained
prtyid_b,double,haven_labelled|vctrs_vctr|double,,strong or not strong democrat (pre),%9.0g,,,TRUE,Retained
prtyid_c,double,haven_labelled|vctrs_vctr|double,,strong or not strong republican (pre),%9.0g,,,TRUE,Retained
prtyid_d,double,haven_labelled|vctrs_vctr|double,,closer to which party (pre),%9.0g,,,TRUE,Retained
party,double,haven_labelled|vctrs_vctr|double,,political party identification - summary (pre),%9.0g,,,TRUE,Retained
amer1_a,double,haven_labelled|vctrs_vctr|double,,being an american 1 (pre),%9.0g,,,TRUE,Retained
amer1_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
amer1_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
amer1_s,double,haven_labelled|vctrs_vctr|double,,being an american 1 - summary (pre),%9.0g,,,TRUE,Retained
amer2_a,double,haven_labelled|vctrs_vctr|double,,being an american 2 (pre),%9.0g,,,TRUE,Retained
amer2_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
amer2_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
amer2_s,double,haven_labelled|vctrs_vctr|double,,being an american 2 - summary (pre),%9.0g,,,TRUE,Retained
ideo_a,double,haven_labelled|vctrs_vctr|double,,political ideology of respondent (pre),%9.0g,,,TRUE,Retained
ideo_b,double,haven_labelled|vctrs_vctr|double,,political ideology of democrats (pre),%9.0g,,,TRUE,Retained
ideo_c,double,haven_labelled|vctrs_vctr|double,,political ideology of republicans (pre),%9.0g,,,TRUE,Retained
news1_a,double,haven_labelled|vctrs_vctr|double,,watch news on tv in the last 7 days (pre),%9.0g,,,TRUE,Retained
news1_b,double,haven_labelled|vctrs_vctr|double,,attention to foreign affairs on tv news (pre),%9.0g,,,TRUE,Retained
news2_a,double,haven_labelled|vctrs_vctr|double,,read daily newspaper in the last 7 days (pre),%9.0g,,,TRUE,Retained
news2_b,double,haven_labelled|vctrs_vctr|double,,attention to foreign affairs in newspaper (pre),%9.0g,,,TRUE,Retained
pint_a,double,haven_labelled|vctrs_vctr|double,,interested in foreign affairs (pre),%9.0g,,,TRUE,Retained
pint_b,double,haven_labelled|vctrs_vctr|double,,interested in politics in the u.s. (pre),%9.0g,,,TRUE,Retained
pdsc,double,haven_labelled|vctrs_vctr|double,,had conversation about public affairs (pre),%9.0g,,,TRUE,Retained
val1_a,double,haven_labelled|vctrs_vctr|double,,help others even if have to sacrifice (pre),%9.0g,,,TRUE,Retained
val1_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val1_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val1_s,double,haven_labelled|vctrs_vctr|double,,help others - summary (pre),%9.0g,,,TRUE,Retained
val2_a,double,haven_labelled|vctrs_vctr|double,,own interests come first (pre),%9.0g,,,TRUE,Retained
val2_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val2_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val2_s,double,haven_labelled|vctrs_vctr|double,,own interests come first - summary (pre),%9.0g,,,TRUE,Retained
val3_a,double,haven_labelled|vctrs_vctr|double,,willing to sacrifice (pre),%9.0g,,,TRUE,Retained
val3_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val3_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val3_s,double,haven_labelled|vctrs_vctr|double,,willing to sacrifice - summary (pre),%9.0g,,,TRUE,Retained
val4_a,double,haven_labelled|vctrs_vctr|double,,respondent has opinions (pre),%9.0g,,,TRUE,Retained
val4_b,double,haven_labelled|vctrs_vctr|double,,agree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val4_c,double,haven_labelled|vctrs_vctr|double,,disagree strongly or somewhat (pre),%9.0g,,,TRUE,Retained
val4_s,double,haven_labelled|vctrs_vctr|double,,respondent has opinions - summary (pre),%9.0g,,,TRUE,Retained
pair4_a,double,haven_labelled|vctrs_vctr|double,,u.s. first or consider others' interests (pre),%9.0g,,,TRUE,Retained
pair4_b,double,haven_labelled|vctrs_vctr|double,,agree with position strongly or somewhat (pre),%9.0g,,,TRUE,Retained
dsagr1_a,double,haven_labelled|vctrs_vctr|double,,disagree because facts are wrong (pre),%9.0g,,,TRUE,Retained
dsagr1_b,double,haven_labelled|vctrs_vctr|double,,disagree because see things differently (pre),%9.0g,,,TRUE,Retained
dsagr2_a,double,haven_labelled|vctrs_vctr|double,,disagree because not thought through (pre),%9.0g,,,TRUE,Retained
dsagr2_b,double,haven_labelled|vctrs_vctr|double,,disagree because of self-interest (pre),%9.0g,,,TRUE,Retained
dsagr2_c,double,haven_labelled|vctrs_vctr|double,,disagree because not patriotic (pre),%9.0g,,,TRUE,Retained
yearborn,double,haven_labelled|vctrs_vctr|double,,year of respondent's birth (pre),%9.0g,,,TRUE,Retained
ppage,double,haven_labelled|vctrs_vctr|double,,respondent's calculated age (pre),%9.0g,,,TRUE,Retained
educ_a,double,haven_labelled|vctrs_vctr|double,,highest grade of school completed (pre),%9.0g,,,TRUE,Retained
educ_b,double,haven_labelled|vctrs_vctr|double,,received high school diploma or ged (pre),%9.0g,,,TRUE,Retained
mandc_a,double,haven_labelled|vctrs_vctr|double,,respondent's marital status (pre),%9.0g,,,TRUE,Retained
mandc_b,double,haven_labelled|vctrs_vctr|double,,any children under 18 living at home (pre),%9.0g,,,TRUE,Retained
mandc_c,double,haven_labelled|vctrs_vctr|double,,number of minor children living at home (pre),%9.0g,,,TRUE,Retained
hisp,double,haven_labelled|vctrs_vctr|double,,of hispanic origin (pre),%9.0g,,,TRUE,Retained
race,double,haven_labelled|vctrs_vctr|double,,respondent's race (pre),%9.0g,,,TRUE,Retained
pborn_a,double,haven_labelled|vctrs_vctr|double,,both of r's parents born in the us (pre),%9.0g,,,TRUE,Retained
pborn_b,double,haven_labelled|vctrs_vctr|double,,mother's country of birth (pre),%9.0g,,,TRUE,Retained
pborn_c,double,haven_labelled|vctrs_vctr|double,,father's country of birth (pre),%9.0g,,,TRUE,Retained
empl,double,haven_labelled|vctrs_vctr|double,,respondent's employment status (pre),%9.0g,,,TRUE,Retained
lastw,double,haven_labelled|vctrs_vctr|double,,when last worked at regular job (pre),%9.0g,,,TRUE,Retained
etyp,double,haven_labelled|vctrs_vctr|double,,type of employment (pre),%9.0g,,,TRUE,Retained
eocc,double,haven_labelled|vctrs_vctr|double,,respondent's occupation (pre),%9.0g,,,TRUE,Retained
milt_a,double,haven_labelled|vctrs_vctr|double,,ever served in the u.s. military (pre),%9.0g,,,TRUE,Retained
milt_b,double,haven_labelled|vctrs_vctr|double,,length of time in active service (pre),%9.0g,,,TRUE,Retained
milt_c,double,haven_labelled|vctrs_vctr|double,,length of time in reserves (pre),%9.0g,,,TRUE,Retained
abrd_a,double,haven_labelled|vctrs_vctr|double,,more than 6 months abroad (pre),%9.0g,,,TRUE,Retained
abrd_b,double,haven_labelled|vctrs_vctr|double,,more than 2 years abroad (pre),%9.0g,,,TRUE,Retained
rel1_a,double,haven_labelled|vctrs_vctr|double,,more than occasional church attendance (pre),%9.0g,,,TRUE,Retained
rel1_b,double,haven_labelled|vctrs_vctr|double,,part of a particular church (pre),%9.0g,,,TRUE,Retained
rel1_c,double,haven_labelled|vctrs_vctr|double,,frequency of church attendance (pre),%9.0g,,,TRUE,Retained
rel2,double,haven_labelled|vctrs_vctr|double,,respondent's religion (pre),%9.0g,,,TRUE,Retained
union_a,double,haven_labelled|vctrs_vctr|double,,union member in family (pre),%9.0g,,,TRUE,Retained
union_b,double,haven_labelled|vctrs_vctr|double,,respondent a union member (pre),%9.0g,,,TRUE,Retained
live,double,haven_labelled|vctrs_vctr|double,,respondent's neighborhood description (pre),%9.0g,,,TRUE,Retained
sex,double,haven_labelled|vctrs_vctr|double,,respondent's gender (pre),%9.0g,,,TRUE,Retained
isum,double,haven_labelled|vctrs_vctr|double,,household income - summary (pre),%9.0g,,,TRUE,Retained
nphon_a,double,haven_labelled|vctrs_vctr|double,,all phones in home have same number,%9.0g,,,TRUE,Retained
nphon_b,double,haven_labelled|vctrs_vctr|double,,number of unique phone numbers,%9.0g,,,TRUE,Retained
nphon_s,double,haven_labelled|vctrs_vctr|double,,number of unique phone numbers - summary,%9.0g,,,TRUE,Retained
zrep,double,numeric,,replicate number,%9.0g,,,TRUE,Retained
regn,double,haven_labelled|vctrs_vctr|double,,census geographic region (pre),%9.0g,,,TRUE,Retained
dvsn,double,haven_labelled|vctrs_vctr|double,,census geographic division (pre),%9.0g,,,TRUE,Retained
prmg,double,haven_labelled|vctrs_vctr|double,,sample flag: privacy manager,%9.0g,,,TRUE,Retained
zdnc,double,haven_labelled|vctrs_vctr|double,,"sample flag: on ""do not call"" list",%9.0g,,,TRUE,Retained
stcd,character,character,,alphabetic abbreviation of state,%2s,,,TRUE,Retained
fips2,double,haven_labelled|vctrs_vctr|double,,first 2 digits of fips code: state code (pre),%9.0g,,,TRUE,Retained
msc,double,haven_labelled|vctrs_vctr|double,,sample metropolitan status code,%9.0g,,,TRUE,Retained
time,character,character,,interview time,%4s,,,TRUE,Retained
htime,double,numeric,,total case handling time,%9.0g,,,TRUE,Retained
inum,double,numeric,,interviewer number,%9.0g,,,TRUE,Retained
ctyp,double,haven_labelled|vctrs_vctr|double,,case type (4 categories),%9.0g,,,TRUE,Retained
ctyp2,double,haven_labelled|vctrs_vctr|double,,case type (3 categories),%9.0g,,,TRUE,Retained
nctyp,double,haven_labelled|vctrs_vctr|double,,case type (4 categories - saq),%9.0g,,,TRUE,Retained
nctyp2,double,haven_labelled|vctrs_vctr|double,,case type (3 categories - saq),%9.0g,,,TRUE,Retained
casetype,double,haven_labelled|vctrs_vctr|double,,case type (4 categories - saq),%9.0g,,,TRUE,Retained
newid,double,numeric,,case id for the by-the-people event,%9.0g,,,TRUE,Retained
tdif,double,haven_labelled|vctrs_vctr|double,,time zone,%9.0g,,,TRUE,Retained
date,double,numeric,,date of interview,%9.0g,,,TRUE,Retained
dow,double,haven_labelled|vctrs_vctr|double,,interview day of the week,%9.0g,,,TRUE,Retained
stime,double,numeric,,total substantive interview time,%9.0g,,,TRUE,Retained
tcnt,double,numeric,,total calls,%9.0g,,,TRUE,Retained
anyo,double,numeric,,number of times anyone answered,%9.0g,,,TRUE,Retained
rans,double,numeric,,number of times respondent contacted,%9.0g,,,TRUE,Retained
rbef,double,numeric,,number refusals before case enumerated,%9.0g,,,TRUE,Retained
raft,double,numeric,,number refusals after case enumerated,%9.0g,,,TRUE,Retained
etcnt,double,numeric,,total calls made until enumeration,%9.0g,,,TRUE,Retained
atcnt,double,numeric,,total calls made until first answer,%9.0g,,,TRUE,Retained
htcnt,double,numeric,,total calls made to determine hh,%9.0g,,,TRUE,Retained
rcls,double,numeric,,number of calls dialing for respondent,%9.0g,,,TRUE,Retained
eanyo,double,numeric,,number contacts before enumeration,%9.0g,,,TRUE,Retained
ranyo,double,numeric,,number of contacts after enumeration,%9.0g,,,TRUE,Retained
rnum,double,numeric,,random number for respondent selection,%9.0g,,,TRUE,Retained
htot,double,numeric,,total number of adults in hh,%9.0g,,,TRUE,Retained
s1dx,double,numeric,,enumeration position,%9.0g,,,TRUE,Retained
cnfm2_a,double,haven_labelled|vctrs_vctr|double,,respondent's country of birth,%9.0g,,,TRUE,Retained
cnfm2_b,double,haven_labelled|vctrs_vctr|double,,is respondent a u.s. citizen,%9.0g,,,TRUE,Retained
observ1,double,haven_labelled|vctrs_vctr|double,,interviewer obs: understand,%9.0g,,,TRUE,Retained
observ2,double,haven_labelled|vctrs_vctr|double,,interviewer obs: accuracy,%9.0g,,,TRUE,Retained
observ3,double,haven_labelled|vctrs_vctr|double,,interviewer obs: honesty,%9.0g,,,TRUE,Retained
okpa2,double,haven_labelled|vctrs_vctr|double,,interested in attending workshop,%9.0g,,,TRUE,Retained
okhap,double,haven_labelled|vctrs_vctr|double,,confirm: r accepted the invitation,%9.0g,,,TRUE,Retained
think_a,double,haven_labelled|vctrs_vctr|double,,send info to help r decide,%9.0g,,,TRUE,Retained
sampwt,double,numeric,,sample weight,%9.0g,,,TRUE,Retained
age3,double,haven_labelled|vctrs_vctr|double,,age in 3 categories (pre),%9.0g,,,TRUE,Retained
sexage,double,haven_labelled|vctrs_vctr|double,,gender + age in 3 categories (pre),%9.0g,,,TRUE,Retained
educ4,double,haven_labelled|vctrs_vctr|double,,education in 4 categories (pre),%9.0g,,,TRUE,Retained
educ5,double,haven_labelled|vctrs_vctr|double,,education in 5 categories (pre),%9.0g,,,TRUE,Retained
race4,double,haven_labelled|vctrs_vctr|double,,ethnicity in 4 categories (pre),%9.0g,,,TRUE,Retained
fbornus,double,haven_labelled|vctrs_vctr|double,,r's father born in us (pre),%9.0g,,,TRUE,Retained
mbornus,double,haven_labelled|vctrs_vctr|double,,r's mother born in us (pre),%9.0g,,,TRUE,Retained
pborn_s,double,haven_labelled|vctrs_vctr|double,,summary: r's parent born in us (pre),%9.0g,,,TRUE,Retained
qfp1,double,haven_labelled|vctrs_vctr|double,,america after september 11th (post),%9.0g,,,TRUE,Retained
