path,component,column_count,flagged_columns,flagged_labels,scan_status,error
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpost.xls,Sheet1,68,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpost.xls,Sheet2,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpost.xls,Sheet3,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpre.sas7bdat,data,63,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpre.xls,Sheet1,63,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpre.xls,Sheet2,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/portlandpre.xls,Sheet3,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/postpartdata.sas7bdat,data,66,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/postpartdata.xls,Sheet1,66,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/postpartdata.xls,Sheet2,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/postpartdata.xls,Sheet3,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/prepartdata.sas7bdat,data,63,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/prepartdata.xls,Sheet1,63,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/prepartdata.xls,Sheet2,0,,,no_name_label_hit,NA
data/BTP/BTP_Cities/17City/Portland/portland_data/prepartdata.xls,Sheet3,0,,,no_name_label_hit,NA
data/BTP/btp.sav,data,431,,,no_name_label_hit,NA
data/Brazil/brazil_eval.rdata,brazil,64,,,no_name_label_hit,NA
data/Brazil/recoded_brazil.rdata,brazil,68,,,no_name_label_hit,NA
data/Bulgaria/Master Data/After_discussion_eng.sav,data,154,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/Before_discussion_eng.sav,data,137,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/DelPoll_control_eng.sav,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/DelPoll_eng.sav,data,136,q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/after_discussion_eng.dta,data,154,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/before_discussion_eng.dta,data,137,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/delpoll_control_eng.dta,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/Master Data/delpoll_eng.dta,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/After_discussion_eng.sav,data,154,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/Before_discussion_eng.sav,data,137,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/DelPoll_control_eng.sav,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/DelPoll_eng.sav,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/after_discussion_eng.dta,data,154,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/before_discussion_eng.dta,data,137,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/bu.after.sav,data,154,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/bu.before.sav,data,137,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/bu.control.sav,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/bu.part.rdata,bu.part,290,,,no_name_label_hit,NA
data/Bulgaria/data/bulgaria.eval.rdata,bulgaria.eval,67,,,no_name_label_hit,NA
data/Bulgaria/data/bulgaria.sav,data,533,q2_4;q2_4p,Assaults in the streets at night;assaults in the streets at night,review_required,NA
data/Bulgaria/data/delpoll_control_eng.dta,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/delpoll_eng.dta,data,136,Q2_4,Assaults in the streets at night,review_required,NA
data/Bulgaria/data/recoded_bulgaria.rdata,bulgaria,68,,,no_name_label_hit,NA
data/California/ca.match/ca.match.rdata,ca,115,zipcode;phone;email,;;,review_required,NA
data/California/ca.match/ca.sav,data,105,q64oth;zipcode;phone;email,Phone: Name: 64 Which of the following best describes your employment? (READ LIST);ZIPCODE;PHONE;EMAIL,review_required,NA
data/California/data/CAL_DP_MERGED_dataset_v3_2011Jun28 1400(cleaned_arrival + cleaned_departure).xls,CalArrive,118,,,no_name_label_hit,NA
data/California/data/CAL_DP_MERGED_dataset_v3_2011Jun28 1400(cleaned_arrival + cleaned_departure).xls,CalDep,134,,,no_name_label_hit,NA
data/California/data/CAL_DP_MERGED_dataset_v3_2011Jun28 1400(cleaned_arrival + cleaned_departure).xls,Merged,252,,,no_name_label_hit,NA
data/California/data/California_Merged_t1-t2-t3_6-28-11.dta,data,342,q64oth;zipcode;phone;email,Phone: Name: 64 Which of the following best describes your employment? (READ LIS;zipcode;phone;email,review_required,NA
data/California/data/California_Merged_t1-t2-t3_6-28-11.sav,data,342,q64oth;zipcode;phone;email,Phone: Name: 64 Which of the following best describes your employment? (READ LIST);ZIPCODE;PHONE;EMAIL,review_required,NA
data/California/data/June 2012 Poll Deliberation Questions-Thad_s survey.dta,data,48,,,no_name_label_hit,NA
data/California/data/Stata Files/CA_midpoint.dta,data,881,q64oth;zipcode;phone;email,Phone: Name: 64 Which of the following best describes your employment? (READ LIS;zipcode;phone;email,review_required,NA
data/California/data/Stata Files/sur tables (1).xls,sur.txt,3,,,no_name_label_hit,NA
data/California/data/deliberative_polling_dataset.xls,CalArrive,118,,,no_name_label_hit,NA
data/California/data/deliberative_polling_dataset.xls,CalDep,134,,,no_name_label_hit,NA
data/California/data/deliberative_polling_dataset.xls,Merged,252,,,no_name_label_hit,NA
data/China/2005/China Dpoll POST.sav,data,64,,,no_name_label_hit,NA
data/China/2005/China Dpoll PRE.sav,data,55,,,no_name_label_hit,NA
data/China/2005/China Merged Dataset.dta,data,941,d2031;d2032;d2031p;d2032p;d2031b;d2032b;d2031a;d2032a;d2031bmi;d2031ami;d2032bmi;d2032ami;dk31;dk32;dk31p;dk32p;q31;q32;q31p;q32p,"q31: demonstrative street t1;q32: old street reconstruction t1;q31: demonstrative street t2;q32: old street reconstruction t2;q31: demonstrative street t1 o version;q32: old street reconstruction t1 o version;q31: demonstrative street t2 o version;q32: old street reconstruction t2 o version;q31: demonstrative street t1 midpt version;q31: demonstrative street t2 midpt version;q32: old street reconstruction t1 midpt version;q32: old street reconstruction t2 midpt version;demonstrative street, t1, dk/missing=1 and non-dk=0;old street reconstruction, t1, dk/missing=1 and non-dk=0;demonstrative street, t2, dk/missing=1 and non-dk=0;old street reconstruction, t2, dk/missing=1 and non-dk=0;demonstrative street, t1, 0 to 1 scale;old street reconstruction, t1, 0 to 1 scale;demonstrative street, t2, 0 to 1 scale;old street reconstruction, t2, 0 to 1 scale",review_required,NA
data/China/2005/recoded_china05 (2).rdata,china05,68,,,no_name_label_hit,NA
data/China/2005/recoded_china05.rdata,china05,64,,,no_name_label_hit,NA
data/China/2006/China II Zegou Dpoll 2006 Merged.sav,data,139,d2016;d2016p,"second road to demonstrative street, changing roads;second road to demonstrative street, changing roads",review_required,NA
data/China/2008/China Dpoll POST.sav,data,64,,,no_name_label_hit,NA
data/China/2008/China Dpoll PRE.sav,data,55,,,no_name_label_hit,NA
data/China/2008/China Merged Dataset.dta,data,941,d2031;d2032;d2031p;d2032p;d2031b;d2032b;d2031a;d2032a;d2031bmi;d2031ami;d2032bmi;d2032ami;dk31;dk32;dk31p;dk32p;q31;q32;q31p;q32p,"q31: demonstrative street t1;q32: old street reconstruction t1;q31: demonstrative street t2;q32: old street reconstruction t2;q31: demonstrative street t1 o version;q32: old street reconstruction t1 o version;q31: demonstrative street t2 o version;q32: old street reconstruction t2 o version;q31: demonstrative street t1 midpt version;q31: demonstrative street t2 midpt version;q32: old street reconstruction t1 midpt version;q32: old street reconstruction t2 midpt version;demonstrative street, t1, dk/missing=1 and non-dk=0;old street reconstruction, t1, dk/missing=1 and non-dk=0;demonstrative street, t2, dk/missing=1 and non-dk=0;old street reconstruction, t2, dk/missing=1 and non-dk=0;demonstrative street, t1, 0 to 1 scale;old street reconstruction, t1, 0 to 1 scale;demonstrative street, t2, 0 to 1 scale;old street reconstruction, t2, 0 to 1 scale",review_required,NA
data/China/2008/zeguo2008_dataset_indices_info.dta,data,286,,,no_name_label_hit,NA
data/China/China Merged Dataset.sav,data,1073,D2031;D2032;D2031P;D2032P;D2031B;D2032B;D2031A;D2032A;D2031BMI;D2031AMI;D2032BMI;D2032AMI;DK31;DK32;DK31P;DK32P;Q31;Q32;Q31P;Q32P,"q31: demonstrative street t1;q32: old street reconstruction t1;q31: demonstrative street t2;q32: old street reconstruction t2;q31: demonstrative street t1 o version;q32: old street reconstruction t1 o version;q31: demonstrative street t2 o version;q32: old street reconstruction t2 o version;q31: demonstrative street t1 midpt version;q31: demonstrative street t2 midpt version;q32: old street reconstruction t1 midpt version;q32: old street reconstruction t2 midpt version;demonstrative street, t1, dk/missing=1 and non-dk=0;old street reconstruction, t1, dk/missing=1 and non-dk=0;demonstrative street, t2, dk/missing=1 and non-dk=0;old street reconstruction, t2, dk/missing=1 and non-dk=0;demonstrative street, t1, 0 to 1 scale;old street reconstruction, t1, 0 to 1 scale;demonstrative street, t2, 0 to 1 scale;old street reconstruction, t2, 0 to 1 scale",review_required,NA
data/Denmark/data/t0 english.xls,workbook,NA,NA,NA,unreadable,"
  filepath: /private/tmp/dp-data-stage/vault/cdd/data/Denmark/data/t0 english.xls
  libxls error: Unable to open file"
data/Denmark/data/t0.sav,data,112,,,no_name_label_hit,NA
data/Denmark/data/t0denmark.rdata,t0den,112,,,no_name_label_hit,NA
data/Denmark/data/t0english.sav,data,112,,,no_name_label_hit,NA
data/Denmark/data/t1.sav,data,93,,,no_name_label_hit,NA
data/Denmark/data/t1denmark.rdata,t1den,94,,,no_name_label_hit,NA
data/Denmark/data/t2.sav,data,126,,,no_name_label_hit,NA
data/Denmark/data/t2ctrl.rdata,t2ctrl,93,,,no_name_label_hit,NA
data/Denmark/data/t2ctrl.sav,data,92,,,no_name_label_hit,NA
data/Denmark/data/t2denmark.rdata,t2den,127,,,no_name_label_hit,NA
data/Denmark/data/t3.sav,data,84,,,no_name_label_hit,NA
data/Denmark/data/t3denmark.rdata,den,415,,,no_name_label_hit,NA
data/Denmark/den.rdata,den,510,,,no_name_label_hit,NA
data/Denmark/questionnaire/Pairup.1.xlsx,Ark1,1,,,no_name_label_hit,NA
data/Greece/data/Greece_data_all_final.sav,data,1026,,,no_name_label_hit,NA
data/Greece/data/data_all_final.dta,data,294,,,no_name_label_hit,NA
data/Greece/data/data_all_final.sav,data,293,,,no_name_label_hit,NA
data/Greece/data/data_all_final2.sav,data,293,,,no_name_label_hit,NA
data/Greece/data/data_all_final_alice.dta,data,352,,,no_name_label_hit,NA
data/Greece/data/data_issue_priority.dta,data,449,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE (Gaurav Sood_s conflicted copy 2013-09-29).xls,Sheet5,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE (Gaurav Sood_s conflicted copy 2013-09-29).xls,Thermometer Ratings,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE (Gaurav Sood_s conflicted copy 2013-09-29).xls,issue priority,3,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE (Gaurav Sood_s conflicted copy 2013-09-29).xls,knowledge,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE (Gaurav Sood_s conflicted copy 2013-09-29).xls,party and demographics,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE.xls,Sheet5,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE.xls,Thermometer Ratings,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE.xls,issue priority,3,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE.xls,knowledge,4,,,no_name_label_hit,NA
data/Greece/outs/REPRESENTATIVE_ANALYSIS_TABLE.xls,party and demographics,4,,,no_name_label_hit,NA
data/Hungary/MasterData/Hungarian Post Dataset.sav,data,168,,,no_name_label_hit,NA
data/Hungary/MasterData/Hungarian Pre Dataset.sav,data,221,,,no_name_label_hit,NA
data/Hungary/MasterData/delib_send_new_moderatorokkal.sav,data,168,,,no_name_label_hit,NA
data/Hungary/Other Datasets/hungarian merged.dta,data,390,,,no_name_label_hit,NA
data/Ireland/Clean/nireland_merged.rdata,nireland_merged,534,,,no_name_label_hit,NA
data/Ireland/groups.csv,data,2,,,no_name_label_hit,NA
data/Ireland/ire.rdata,ire,1399,,,no_name_label_hit,NA
data/Ireland/nireland.rdata,nireland,531,,,no_name_label_hit,NA
data/Ireland/nireland_merged.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Ireland/nireland_merged.por: Invalid file, or file has unsupported features."
data/Ireland/nireland_merged.rdata,nireland_merged,531,,,no_name_label_hit,NA
data/Ireland/open.c.rdata,open.c,35,,,no_name_label_hit,NA
data/Ireland/orig_data/NIreland data merged - rawSPSSexport.xlsx,Sheet1,532,,,no_name_label_hit,NA
data/Ireland/orig_data/NIreland data merged - rawSPSSexport.xlsx,Sheet2,0,,,no_name_label_hit,NA
data/Ireland/orig_data/NIreland data merged - rawSPSSexport.xlsx,Sheet3,0,,,no_name_label_hit,NA
data/Ireland/orig_data/nireland.csv,data,528,,,no_name_label_hit,NA
data/Ireland/orig_data/nireland.dta,data,528,,,no_name_label_hit,NA
data/Japan/analyses/pkjp.csv,data,10,,,no_name_label_hit,NA
data/Japan/cdd.codebook.gs.xlsx,caseid_match,3,,,no_name_label_hit,NA
data/Japan/cdd.codebook.gs.xlsx,t2,53,,,no_name_label_hit,NA
data/Japan/cdd.codebook.gs.xlsx,t3,62,,,no_name_label_hit,NA
data/Japan/data/jprecode.rdata,jp,170,,,no_name_label_hit,NA
data/Japan/data/jpt2t3indices.dta,data,169,,,no_name_label_hit,NA
data/Japan/data/t1.xlsx,Sheet1,28,,,no_name_label_hit,NA
data/Japan/data/t1jp.csv,data,28,,,no_name_label_hit,NA
data/Japan/data/t1jp.rdata,jp,28,,,no_name_label_hit,NA
data/Japan/data/t2 and t3 data entry form.xlsx,caseid_match,3,,,no_name_label_hit,NA
data/Japan/data/t2 and t3 data entry form.xlsx,t2,53,,,no_name_label_hit,NA
data/Japan/data/t2 and t3 data entry form.xlsx,t3,62,,,no_name_label_hit,NA
data/Japan/data/t2 and t3_final.xlsx,t2,53,,,no_name_label_hit,NA
data/Japan/data/t2 and t3_final.xlsx,t2t3merged,114,,,no_name_label_hit,NA
data/Japan/data/t2 and t3_final.xlsx,t3,62,,,no_name_label_hit,NA
data/Japan/data/t2t3jp.csv,data,114,,,no_name_label_hit,NA
data/Japan/data/t2t3jp.rdata,t2t3jp,114,,,no_name_label_hit,NA
data/Japan/jp.rosetta.stone.xlsx,Sheet1,4,,,no_name_label_hit,NA
data/Japan/jp.rosetta.stone.xlsx,Sheet2,0,,,no_name_label_hit,NA
data/Japan/jp.rosetta.stone.xlsx,Sheet3,0,,,no_name_label_hit,NA
data/Japan/jp.rosetta.stone.xlsx,Sheet4,0,,,no_name_label_hit,NA
data/Japan/jp.rosetta.stone.xlsx,Sheet5,0,,,no_name_label_hit,NA
data/Michigan/data/Michigan Match.xls,Sheet1,6,,,no_name_label_hit,NA
