source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
q10_3p,double,haven_labelled|vctrs_vctr|double,,"there should be penalties not only for drug dealing, but also for drug taking",F8.0,,,TRUE,Retained
q10_4p,double,haven_labelled|vctrs_vctr|double,,more money to be allocated for breaking the drug trafficking networks,F8.0,,,TRUE,Retained
q11p,double,haven_labelled|vctrs_vctr|double,,which of the following two statements would you support? /about young drug users,F8.0,,,TRUE,Retained
q12_1,double,haven_labelled|vctrs_vctr|double,,"If a policeman wants to detain a citizen for questioning at any time, the citize",F8.0,,,TRUE,Retained
q12_2,double,haven_labelled|vctrs_vctr|double,,The Court has the right to detain suspects as long as needed to prove if they ar,F8.0,,,TRUE,Retained
q12_3,double,haven_labelled|vctrs_vctr|double,,"The prosecution has the right to detain suspects, until the crime is solved",F8.0,,,TRUE,Retained
q12_4,double,haven_labelled|vctrs_vctr|double,,The Chief Prosecutor is responsible and accountable to Parliament,F8.0,,,TRUE,Retained
q12_5,double,haven_labelled|vctrs_vctr|double,,The police do not have the right to use violence against a detainee even if prov,F8.0,,,TRUE,Retained
q12_6,double,haven_labelled|vctrs_vctr|double,,The police has the right to keep you in detention for three days,F8.0,,,TRUE,Retained
q12_7,double,haven_labelled|vctrs_vctr|double,,A confession is not enough to find the defendant guilty,F8.0,,,TRUE,Retained
q12_1p,double,haven_labelled|vctrs_vctr|double,,"if a policeman wants to detain a citizen for questioning at any time, the citize",F8.0,,,TRUE,Retained
q12_2p,double,haven_labelled|vctrs_vctr|double,,the court has the right to detain suspects as long as needed to prove if they ar,F8.0,,,TRUE,Retained
q12_3p,double,haven_labelled|vctrs_vctr|double,,"the prosecution has the right to detain suspects, until the crime is solved",F8.0,,,TRUE,Retained
q12_4p,double,haven_labelled|vctrs_vctr|double,,the chief prosecutor is responsible and accountable to parliament,F8.0,,,TRUE,Retained
q12_5p,double,haven_labelled|vctrs_vctr|double,,the police do not have the right to use violence against a detainee even if prov,F8.0,,,TRUE,Retained
q12_6p,double,haven_labelled|vctrs_vctr|double,,the police has the right to keep you in detention for three days,F8.0,,,TRUE,Retained
q12_7p,double,haven_labelled|vctrs_vctr|double,,a confession is not enough to find the defendant guilty,F8.0,,,TRUE,Retained
q13_1,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_2,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_3,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_4,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_5,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_6,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_7,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_8,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_9,double,haven_labelled|vctrs_vctr|double,,"In your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_1p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_2p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_3p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_4p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_5p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_6p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_7p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_8p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q13_9p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, if the government has to choose, which of the following activit",F8.0,,,TRUE,Retained
q14_1,double,haven_labelled|vctrs_vctr|double,,Keeping more defendants in custody reduces the number of crimes.,F8.0,,,TRUE,Retained
q14_2,double,haven_labelled|vctrs_vctr|double,,Keeping a defendant in custody is not a guarantee that the defendant will be con,F8.0,,,TRUE,Retained
q14_3,double,haven_labelled|vctrs_vctr|double,,Softer custody restriction for first time offenders or juveniles encourages crim,F8.0,,,TRUE,Retained
q14_4,double,haven_labelled|vctrs_vctr|double,,People should be kept in detention only as a last resort because the stay in pri,F8.0,,,TRUE,Retained
q14_1p,double,haven_labelled|vctrs_vctr|double,,keeping more defendants in custody reduces the number of crimes.,F8.0,,,TRUE,Retained
q14_2p,double,haven_labelled|vctrs_vctr|double,,keeping a defendant in custody is not a guarantee that the defendant will be con,F8.0,,,TRUE,Retained
q14_3p,double,haven_labelled|vctrs_vctr|double,,softer custody restriction for first time offenders or juveniles encourages crim,F8.0,,,TRUE,Retained
q14_4p,double,haven_labelled|vctrs_vctr|double,,people should be kept in detention only as a last resort because the stay in pri,F8.0,,,TRUE,Retained
q15_1,double,haven_labelled|vctrs_vctr|double,,Keep defendants in detention even when they are not proven guilty,F8.0,,,TRUE,Retained
q15_2,double,haven_labelled|vctrs_vctr|double,,The laws and courts should be less on the side of the defendants,F8.0,,,TRUE,Retained
q15_3,double,haven_labelled|vctrs_vctr|double,,Defendants should not be treated as innocent until proven guilty,F8.0,,,TRUE,Retained
q15_4,double,haven_labelled|vctrs_vctr|double,,A confession should not be deemed as evidence of guilt,F8.0,,,TRUE,Retained
q15_5,double,haven_labelled|vctrs_vctr|double,,The laws and regulations regarding collection of evidence should be strictly obs,F8.0,,,TRUE,Retained
q15_6,double,haven_labelled|vctrs_vctr|double,,A constitutional amendment needs to be passed to make the law enforcement more e,F8.0,,,TRUE,Retained
q15_1p,double,haven_labelled|vctrs_vctr|double,,keep defendants in detention even when they are not proven guilty,F8.0,,,TRUE,Retained
q15_2p,double,haven_labelled|vctrs_vctr|double,,the laws and courts should be less on the side of the defendants,F8.0,,,TRUE,Retained
q15_3p,double,haven_labelled|vctrs_vctr|double,,defendants should not be treated as innocent until proven guilty,F8.0,,,TRUE,Retained
q15_4p,double,haven_labelled|vctrs_vctr|double,,a confession should not be deemed as evidence of guilt,F8.0,,,TRUE,Retained
q15_5p,double,haven_labelled|vctrs_vctr|double,,the laws and regulations regarding collection of evidence should be strictly obs,F8.0,,,TRUE,Retained
q15_6p,double,haven_labelled|vctrs_vctr|double,,a constitutional amendment needs to be passed to make the law enforcement more e,F8.0,,,TRUE,Retained
q16p,double,haven_labelled|vctrs_vctr|double,,which of the following two positions do you support? about taking the law in peo,F8.0,,,TRUE,Retained
q17_1,double,haven_labelled|vctrs_vctr|double,,The police should sometimes be able to resort to violence to get a conviction an,F8.0,,,TRUE,Retained
q17_2,double,haven_labelled|vctrs_vctr|double,,Violence is acceptable only if it results in a confession by the offenders,F8.0,,,TRUE,Retained
q17_3,double,haven_labelled|vctrs_vctr|double,,"Every citizen, including the offender, has rights and the police has to observe",F8.0,,,TRUE,Retained
q17_4,double,haven_labelled|vctrs_vctr|double,,"If someone has broken the law, the police does not have to observe his/her right",F8.0,,,TRUE,Retained
q17_1p,double,haven_labelled|vctrs_vctr|double,,the police should sometimes be able to resort to violence to get a conviction an,F8.0,,,TRUE,Retained
q17_2p,double,haven_labelled|vctrs_vctr|double,,violence is acceptable only if it results in a confession by the offenders,F8.0,,,TRUE,Retained
q17_3p,double,haven_labelled|vctrs_vctr|double,,"every citizen, including the offender, has rights and the police has to observe",F8.0,,,TRUE,Retained
q17_4p,double,haven_labelled|vctrs_vctr|double,,"if someone has broken the law, the police does not have to observe his/her right",F8.0,,,TRUE,Retained
q18p,double,haven_labelled|vctrs_vctr|double,,more powers to the police to detain and question suspects will result in improve,F8.0,,,TRUE,Retained
q19p,double,haven_labelled|vctrs_vctr|double,,the death penalty is the only punishment for certain types of crime?,F8.0,,,TRUE,Retained
q1p,double,haven_labelled|vctrs_vctr|double,,do you feel more or less safe about yourself in the area that you live in compar,F8.0,,,TRUE,Retained
q2_1,double,haven_labelled|vctrs_vctr|double,,Burglaries,F8.0,,,TRUE,Retained
q2_2,double,haven_labelled|vctrs_vctr|double,,Car theft,F8.0,,,TRUE,Retained
q2_3,double,haven_labelled|vctrs_vctr|double,,Drug sales,F8.0,,,TRUE,Retained
q2_4,double,haven_labelled|vctrs_vctr|double,,Assaults in the streets at night,F8.0,,,TRUE,Retained
q2_5,double,haven_labelled|vctrs_vctr|double,,"Violent crimes - rapes, murders",F8.0,,,TRUE,Retained
q2_6,double,haven_labelled|vctrs_vctr|double,,Shootings between organized crime groupings,F8.0,,,TRUE,Retained
q2_7,double,haven_labelled|vctrs_vctr|double,,"Bribes, abuse of power /corruption",F8.0,,,TRUE,Retained
q2_8,double,haven_labelled|vctrs_vctr|double,,"Economic crimes /illegal privatization, illegal construction, etc./",F8.0,,,TRUE,Retained
q2_1p,double,haven_labelled|vctrs_vctr|double,,burglaries,F8.0,,,TRUE,Retained
q2_2p,double,haven_labelled|vctrs_vctr|double,,car theft,F8.0,,,TRUE,Retained
q2_3p,double,haven_labelled|vctrs_vctr|double,,drug sales,F8.0,,,TRUE,Retained
q2_4p,double,haven_labelled|vctrs_vctr|double,,assaults in the streets at night,F8.0,,,TRUE,Retained
q2_5p,double,haven_labelled|vctrs_vctr|double,,"violent crimes - rapes, murders",F8.0,,,TRUE,Retained
q2_6p,double,haven_labelled|vctrs_vctr|double,,shootings between organized crime groupings,F8.0,,,TRUE,Retained
q2_7p,double,haven_labelled|vctrs_vctr|double,,"bribes, abuse of power /corruption",F8.0,,,TRUE,Retained
q2_8p,double,haven_labelled|vctrs_vctr|double,,"economic crimes /illegal privatization, illegal construction, etc./",F8.0,,,TRUE,Retained
q20p,double,haven_labelled|vctrs_vctr|double,,which of the following is worse? it is worse to convict an innocent man-it is wo,F8.0,,,TRUE,Retained
q21p,double,haven_labelled|vctrs_vctr|double,,which is closest to yours?,F8.0,,,TRUE,Retained
q22p,double,haven_labelled|vctrs_vctr|double,,in your opinion:,F8.0,,,TRUE,Retained
q23p,double,haven_labelled|vctrs_vctr|double,,which of the following opinions is closest to yours?,F8.0,,,TRUE,Retained
q24_1,double,haven_labelled|vctrs_vctr|double,,Media should provide information even about the most heinous of crimes,F8.0,,,TRUE,Retained
q24_2,double,haven_labelled|vctrs_vctr|double,,Violence shown by the media triggers off similar behavior in young people and ch,F8.0,,,TRUE,Retained
q24_3,double,haven_labelled|vctrs_vctr|double,,The media should carefully check their stories before publishing even if that ta,F8.0,,,TRUE,Retained
q24_4,double,haven_labelled|vctrs_vctr|double,,It is more important for the media to provide quick information even if that wou,F8.0,,,TRUE,Retained
q24_1p,double,haven_labelled|vctrs_vctr|double,,media should provide information even about the most heinous of crimes,F8.0,,,TRUE,Retained
q24_2p,double,haven_labelled|vctrs_vctr|double,,violence shown by the media triggers off similar behavior in young people and ch,F8.0,,,TRUE,Retained
q24_3p,double,haven_labelled|vctrs_vctr|double,,the media should carefully check their stories before publishing even if that ta,F8.0,,,TRUE,Retained
q24_4p,double,haven_labelled|vctrs_vctr|double,,it is more important for the media to provide quick information even if that wou,F8.0,,,TRUE,Retained
q25_1,double,haven_labelled|vctrs_vctr|double,,Police often detains people without evidence that they have committed a crime,F8.0,,,TRUE,Retained
q25_2,double,haven_labelled|vctrs_vctr|double,,Prisons in Bulgaria are overcrowded,F8.0,,,TRUE,Retained
q25_3,double,haven_labelled|vctrs_vctr|double,,Keeping a prisoner in prison costs too much to the taxpayer,F8.0,,,TRUE,Retained
q25_4,double,haven_labelled|vctrs_vctr|double,,The prison term changes the offender for the better,F8.0,,,TRUE,Retained
q25_5,double,haven_labelled|vctrs_vctr|double,,The courts release a great number of offenders without sufficient argumentation,F8.0,,,TRUE,Retained
q25_6,double,haven_labelled|vctrs_vctr|double,,The most serious obstacle to convicting the offenders is insufficient evidence,F8.0,,,TRUE,Retained
q25_7,double,haven_labelled|vctrs_vctr|double,,The prosecution does not exert sufficient control over the investigation,F8.0,,,TRUE,Retained
q25_8,double,haven_labelled|vctrs_vctr|double,,The social conditions in Bulgaria make people commit crimes,F8.0,,,TRUE,Retained
q25_9,double,haven_labelled|vctrs_vctr|double,,Everybody in Bulgaria is equal before the law,F8.0,,,TRUE,Retained
q25_1p,double,haven_labelled|vctrs_vctr|double,,police often detains people without evidence that they have committed a crime,F8.0,,,TRUE,Retained
q25_2p,double,haven_labelled|vctrs_vctr|double,,prisons in bulgaria are overcrowded,F8.0,,,TRUE,Retained
q25_3p,double,haven_labelled|vctrs_vctr|double,,keeping a prisoner in prison costs too much to the taxpayer,F8.0,,,TRUE,Retained
q25_4p,double,haven_labelled|vctrs_vctr|double,,the prison term changes the offender for the better,F8.0,,,TRUE,Retained
q25_5p,double,haven_labelled|vctrs_vctr|double,,the courts release a great number of offenders without sufficient argumentation,F8.0,,,TRUE,Retained
q25_6p,double,haven_labelled|vctrs_vctr|double,,the most serious obstacle to convicting the offenders is insufficient evidence,F8.0,,,TRUE,Retained
q25_7p,double,haven_labelled|vctrs_vctr|double,,the prosecution does not exert sufficient control over the investigation,F8.0,,,TRUE,Retained
q25_8p,double,haven_labelled|vctrs_vctr|double,,the social conditions in bulgaria make people commit crimes,F8.0,,,TRUE,Retained
q25_9p,double,haven_labelled|vctrs_vctr|double,,everybody in bulgaria is equal before the law,F8.0,,,TRUE,Retained
q26_1,double,haven_labelled|vctrs_vctr|double,,Law needs to be observed even if you do not agree with it,F8.0,,,TRUE,Retained
q26_2,double,haven_labelled|vctrs_vctr|double,,The judgment about right and wrong depends on the situation,F8.0,,,TRUE,Retained
q26_3,double,haven_labelled|vctrs_vctr|double,,People do what they consider right even if the others do not agree with them,F8.0,,,TRUE,Retained
q26_4,double,haven_labelled|vctrs_vctr|double,,People should learn to cope on their own and not rely on other people,F8.0,,,TRUE,Retained
q26_5,double,haven_labelled|vctrs_vctr|double,,People have the right to use violence if forced to,F8.0,,,TRUE,Retained
q26_1p,double,haven_labelled|vctrs_vctr|double,,law needs to be observed even if you do not agree with it,F8.0,,,TRUE,Retained
q26_2p,double,haven_labelled|vctrs_vctr|double,,the judgment about right and wrong depends on the situation,F8.0,,,TRUE,Retained
q26_3p,double,haven_labelled|vctrs_vctr|double,,people do what they consider right even if the others do not agree with them,F8.0,,,TRUE,Retained
q26_4p,double,haven_labelled|vctrs_vctr|double,,people should learn to cope on their own and not rely on other people,F8.0,,,TRUE,Retained
q26_5p,double,haven_labelled|vctrs_vctr|double,,people have the right to use violence if forced to,F8.0,,,TRUE,Retained
q27_1,double,haven_labelled|vctrs_vctr|double,,Those people do not have enough information,F8.0,,,TRUE,Retained
q27_2,double,haven_labelled|vctrs_vctr|double,,They have different views on the advantages and disadvantages of a given measure,F8.0,,,TRUE,Retained
q27_3,double,haven_labelled|vctrs_vctr|double,,They do not think carefully enough about the issues,F8.0,,,TRUE,Retained
q27_4,double,haven_labelled|vctrs_vctr|double,,They have different views about life,F8.0,,,TRUE,Retained
q27_5,double,haven_labelled|vctrs_vctr|double,,They would not give up on their initial views,F8.0,,,TRUE,Retained
q27_6,double,haven_labelled|vctrs_vctr|double,,They only care about their personal interest,F8.0,,,TRUE,Retained
q27_7,double,haven_labelled|vctrs_vctr|double,,They are lead by party interests,F8.0,,,TRUE,Retained
q27_1p,double,haven_labelled|vctrs_vctr|double,,those people do not have enough information,F8.0,,,TRUE,Retained
q27_2p,double,haven_labelled|vctrs_vctr|double,,they have different views on the advantages and disadvantages of a given measure,F8.0,,,TRUE,Retained
q27_3p,double,haven_labelled|vctrs_vctr|double,,they do not think carefully enough about the issues,F8.0,,,TRUE,Retained
q27_4p,double,haven_labelled|vctrs_vctr|double,,they have different views about life,F8.0,,,TRUE,Retained
q27_5p,double,haven_labelled|vctrs_vctr|double,,they would not give up on their initial views,F8.0,,,TRUE,Retained
q27_6p,double,haven_labelled|vctrs_vctr|double,,they only care about their personal interest,F8.0,,,TRUE,Retained
q27_7p,double,haven_labelled|vctrs_vctr|double,,they are lead by party interests,F8.0,,,TRUE,Retained
q28p,double,haven_labelled|vctrs_vctr|double,,"in your opinion, the government's overall policy for fighting crime is heading i",F8.0,,,TRUE,Retained
q29p,double,haven_labelled|vctrs_vctr|double,,which party has the clearest positions regarding the measures that are necessary,F8.0,,,TRUE,Retained
q30p,double,haven_labelled|vctrs_vctr|double,,how would you rate your political views on a left - right scale?,F8.0,,,TRUE,Retained
q31p,double,haven_labelled|vctrs_vctr|double,,where would you put nms on this scale?,F8.0,,,TRUE,Retained
q32p,double,haven_labelled|vctrs_vctr|double,,where would you put udf on this scale?,F8.0,,,TRUE,Retained
q33p,double,haven_labelled|vctrs_vctr|double,,where would you put bsp on this scale?,F8.0,,,TRUE,Retained
q34p,double,haven_labelled|vctrs_vctr|double,,where would you put mrf on this scale?,F8.0,,,TRUE,Retained
q35_1,double,haven_labelled|vctrs_vctr|double,,It is better to have redistribution of the income in such a manner that there wi,F8.0,,,TRUE,Retained
q35_2,double,haven_labelled|vctrs_vctr|double,,It is normal some people to earn a lot more than others.,F8.0,,,TRUE,Retained
q35_3,double,haven_labelled|vctrs_vctr|double,,The politicians do care about what people like me think.,F8.0,,,TRUE,Retained
q35_4,double,haven_labelled|vctrs_vctr|double,,I would share my views on some policy issues as long as there is someone to list,F8.0,,,TRUE,Retained
q35_5,double,haven_labelled|vctrs_vctr|double,,"If more people like me express their opinion, the politicians would listen.",F8.0,,,TRUE,Retained
q35_6,double,haven_labelled|vctrs_vctr|double,,It is important to participate in discussions and meetings about issues that aff,F8.0,,,TRUE,Retained
q35_7,double,haven_labelled|vctrs_vctr|double,,It makes sense to vote.,F8.0,,,TRUE,Retained
q35_60,double,haven_labelled|vctrs_vctr|double,,it is important to participate in discussions and meetings about issues that aff,F8.0,,,TRUE,Retained
q35_1p,double,haven_labelled|vctrs_vctr|double,,it is better to have redistribution of the income in such a manner that there wi,F8.0,,,TRUE,Retained
q35_2p,double,haven_labelled|vctrs_vctr|double,,it is normal some people to earn a lot more than others.,F8.0,,,TRUE,Retained
q35_3p,double,haven_labelled|vctrs_vctr|double,,the politicians do care about what people like me think.,F8.0,,,TRUE,Retained
q35_4p,double,haven_labelled|vctrs_vctr|double,,i would share my views on some policy issues as long as there is someone to list,F8.0,,,TRUE,Retained
q35_5p,double,haven_labelled|vctrs_vctr|double,,"if more people like me express their opinion, the politicians would listen.",F8.0,,,TRUE,Retained
q35_7p,double,haven_labelled|vctrs_vctr|double,,it makes sense to vote.,F8.0,,,TRUE,Retained
q36_1,double,haven_labelled|vctrs_vctr|double,,BSP,F8.0,,,TRUE,Retained
q36_2,double,haven_labelled|vctrs_vctr|double,,UDF,F8.0,,,TRUE,Retained
q36_3,double,haven_labelled|vctrs_vctr|double,,NMSII,F8.0,,,TRUE,Retained
q36_4,double,haven_labelled|vctrs_vctr|double,,MRF,F8.0,,,TRUE,Retained
q36_5,double,haven_labelled|vctrs_vctr|double,,Other,F8.0,,,TRUE,Retained
q36_88,double,haven_labelled|vctrs_vctr|double,,What is your political affiliation?,F8.0,,,TRUE,Retained
q36_1p,double,haven_labelled|vctrs_vctr|double,,bsp,F8.0,,,TRUE,Retained
q36_2p,double,haven_labelled|vctrs_vctr|double,,udf,F8.0,,,TRUE,Retained
q36_3p,double,haven_labelled|vctrs_vctr|double,,nmsii,F8.0,,,TRUE,Retained
q36_4p,double,haven_labelled|vctrs_vctr|double,,mrf,F8.0,,,TRUE,Retained
q36_5p,double,haven_labelled|vctrs_vctr|double,,other,F8.0,,,TRUE,Retained
q36_88p,double,haven_labelled|vctrs_vctr|double,,what is your political affiliation?,F8.0,,,TRUE,Retained
q37p,double,haven_labelled|vctrs_vctr|double,,to what extent are you interested in politics?,F8.0,,,TRUE,Retained
q38_1p,double,haven_labelled|vctrs_vctr|double,,participating in the small group discussions at the regional dialogue,F8.0,,,TRUE,Retained
q38_2p,double,haven_labelled|vctrs_vctr|double,,meeting and talking to other delegates outside of the formal discussions,F8.0,,,TRUE,Retained
q38_3p,double,haven_labelled|vctrs_vctr|double,,the large group sessions with experts,F8.0,,,TRUE,Retained
q38_4p,double,haven_labelled|vctrs_vctr|double,,the large group sessions with politics,F8.0,,,TRUE,Retained
q38_5p,double,haven_labelled|vctrs_vctr|double,,the regional dialogue as a whole,F8.0,,,TRUE,Retained
q39_1p,double,haven_labelled|vctrs_vctr|double,,my small group moderator provided the opportunity for everyone to participate in,F8.0,,,TRUE,Retained
q39_2p,double,haven_labelled|vctrs_vctr|double,,the members of my small group did in fact participate relatively equally in the,F8.0,,,TRUE,Retained
q39_3p,double,haven_labelled|vctrs_vctr|double,,my small group moderator sometimes tried to influence the group with his or her,F8.0,,,TRUE,Retained
q39_4p,double,haven_labelled|vctrs_vctr|double,,the small group moderator tried to make sure that opposing arguments were consid,F8.0,,,TRUE,Retained
q39_5p,double,haven_labelled|vctrs_vctr|double,,the important aspects of each issue were covered in the group discussions,F8.0,,,TRUE,Retained
q39_6p,double,haven_labelled|vctrs_vctr|double,,i learned a lot about people very different from me-about what they and their li,F8.0,,,TRUE,Retained
q39_7p,double,haven_labelled|vctrs_vctr|double,,i discovered that people with views very different from mine often had very good,F8.0,,,TRUE,Retained
q3p,double,haven_labelled|vctrs_vctr|double,,are you interested in the issues related to crime?,F8.0,,,TRUE,Retained
q4_1,double,numeric,,"Fighting petty, everyday crime /Ranks according to priority/",F8.0,,,TRUE,Retained
q4_2,double,numeric,,"Fighting organized crime /drug dealing, organized crime groupings/ Ranks accordi",F8.0,,,TRUE,Retained
q4_3,double,numeric,,"Fighting economic crime /corruption, illegal privatization, etc./Ranks according",F8.0,,,TRUE,Retained
